"","subjectRef","activity","domain","system","device","jerk","magnitude","axis","stats","average"
"101",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0774825199574468
"102",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.986430711276596
"103",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","Y","mean",-0.000619102785106384
"104",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.981371965319149
"105",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.00336779235021277
"106",1,"SITTING","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.987910804468085
"107",1,"SITTING","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.987364195531915
"108",1,"SITTING","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.984120024042553
"109",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","X","mean",-0.045350056512766
"110",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.977211283191489
"111",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.0919241549361702
"112",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.966473895319149
"113",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.0629313811914894
"114",1,"SITTING","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.941425920851064
"115",1,"SITTING","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.93089249
"116",1,"SITTING","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.934531840425532
"117",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.0936793807234043
"118",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.99173159212766
"119",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0402118124255319
"120",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.989518068510638
"121",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.046702627
"122",1,"SITTING","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.987935806382979
"123",1,"SITTING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.991976341276596
"124",1,"SITTING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.988308728510638
"125",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.831509933404255
"126",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.968457145744681
"127",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",0.204411592680851
"128",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.935517055957447
"129",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",0.332043702765957
"130",1,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.949040933191489
"131",1,"SITTING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.948536786170213
"132",1,"SITTING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.927078418723404
"133",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","X","mean",-0.995249932641509
"134",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.99602834509434
"135",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",-0.977070847735849
"136",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.972293102075472
"137",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.985297098679245
"138",1,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.977937259622642
"139",1,"STANDING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.985356361132075
"140",1,"STANDING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.982313804716981
"141",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.994630797358491
"142",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.995073759245283
"143",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.985418704528302
"144",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.987018226792453
"145",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.990752166037736
"146",1,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.992349818113208
"147",1,"STANDING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.99254247754717
"148",1,"STANDING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.992536003396226
"149",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.986386786037736
"150",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.987497128679245
"151",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.988984455849057
"152",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.987107727735849
"153",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.980773122830189
"154",1,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.98234533
"155",1,"STANDING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.984617623396226
"156",1,"STANDING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.978466072075472
"157",1,"STANDING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.994815376981132
"158",1,"STANDING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.994671123207547
"159",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","X","mean",0.278917629056604
"160",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.995759901509434
"161",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0161375901037736
"162",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.973190056415094
"163",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.110601817735849
"164",1,"STANDING","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.979775876981132
"165",1,"STANDING","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.984278207358491
"166",1,"STANDING","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.981942928867925
"167",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0753766542264151
"168",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.994604542264151
"169",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","Y","mean",0.00797573092830189
"170",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.98564873245283
"171",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.00368524954709434
"172",1,"STANDING","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.992251177358491
"173",1,"STANDING","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.992367790566038
"174",1,"STANDING","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.993096209433962
"175",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","X","mean",-0.0239877347979245
"176",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.987191946603774
"177",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.0593972209811321
"178",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.98773444
"179",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.074800751
"180",1,"STANDING","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.980645626981132
"181",1,"STANDING","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.976493792830189
"182",1,"STANDING","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.978690028679245
"183",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.0996092129056604
"184",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.992945106981132
"185",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0440627877924528
"186",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.995137917358491
"187",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.0489505466716981
"188",1,"STANDING","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.992108467169811
"189",1,"STANDING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.994966790566038
"190",1,"STANDING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.994733238679245
"191",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.942952000377358
"192",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.99376298509434
"193",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",-0.272983832264151
"194",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.981225957924528
"195",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",0.0134905823226415
"196",1,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.976324063584906
"197",1,"STANDING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.984278207358491
"198",1,"STANDING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.981942928867925
"199",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","X","mean",-0.202794306326316
"200",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.319134719578947
"201",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",0.0897127264021053
"202",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",0.056040006846
"203",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.331560117789474
"204",1,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.279686751494737
"205",1,"WALKING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.128623450629474
"206",1,"WALKING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.398032586842105
"207",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.170546964549579
"208",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.133586606326316
"209",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.0352255241130632
"210",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",0.106739857136
"211",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.468999224631579
"212",1,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.534713440421053
"213",1,"WALKING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.0571194000343158
"214",1,"WALKING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.103492403002105
"215",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.339032197115789
"216",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.516691938736842
"217",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.103059416434737
"218",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.0335081597884211
"219",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.255940940315789
"220",1,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.436562227473684
"221",1,"WALKING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.199252568986316
"222",1,"WALKING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.321017953894737
"223",1,"WALKING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.319308593778947
"224",1,"WALKING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.381601911789474
"225",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","X","mean",0.277330758736842
"226",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.283740258842105
"227",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0173838185273684
"228",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",0.114461336747368
"229",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.111148103547368
"230",1,"WALKING","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.260027902210526
"231",1,"WALKING","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.136971176556842
"232",1,"WALKING","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.219688645631579
"233",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0740416333157895
"234",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.113615602435789
"235",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","Y","mean",0.0282721095884211
"236",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",0.0670025007684211
"237",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.00416840617789474
"238",1,"WALKING","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.502699788526316
"239",1,"WALKING","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.141428809031579
"240",1,"WALKING","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.0744717500625263
"241",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","X","mean",-0.041830963526
"242",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.473535485894737
"243",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.0695300462115789
"244",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.0546077686594737
"245",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.0849448173042105
"246",1,"WALKING","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.344266629473684
"247",1,"WALKING","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.160979552536842
"248",1,"WALKING","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.186978364526316
"249",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.0899975423705263
"250",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.207421854757895
"251",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0398428709463158
"252",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.304468510631579
"253",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.0461309295021053
"254",1,"WALKING","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.404255452631579
"255",1,"WALKING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.298703679084211
"256",1,"WALKING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.325324878894737
"257",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.935223201473684
"258",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.976609642526316
"259",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",-0.282165021263158
"260",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.971305961473684
"261",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",-0.068102864
"262",1,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.947717226105263
"263",1,"WALKING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.136971176556842
"264",1,"WALKING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.219688645631579
"265",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","mean",0.0382291831510204
"266",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",0.0243308391387755
"267",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",0.00154990783591837
"268",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.112963739953061
"269",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.225574471693878
"270",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.297927894693878
"271",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",0.0965845343040816
"272",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.186530301073469
"273",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.0276638676122449
"274",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.0863278966402041
"275",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.12866715764898
"276",1,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.134580008877551
